city_state,weight_distance,from_dallas,from_away
Albion_IN,10826595555.984947,1048,1590
Albuquerque_NM,12980465597.17353,2025,613
Alcoa_TN,10664140255.43618,987,1651
Alderson_WV,10261578620.179935,1049,1589
Alexandria_LA,14101154204.14058,992,1646
Alexandria_MN,13651150774.904528,1306,1332
Alexandria_VA,10423913199.007286,1179,1459
Algonquin_IL,11479237572.18668,1082,1556
Alhambra_CA,11446758505.327126,2101,537
Alice_TX,15361878997.654335,2488,150
Aliquippa_PA,10371983142.869064,1077,1561
Aliso Viejo_CA,11520174491.646687,2100,538
Allen Park_MI,10759563528.100653,1122,1516
Allen_TX,15301537350.692019,581,2057
Allendale_NJ,11052182830.641804,1359,1279
Allentown_PA,10761540218.791245,1273,1365
Alliance_OH,10411211019.770264,1075,1563
Allison Park_PA,10373092684.943083,1085,1553
Alpena_MI,11622236858.14849,1292,1346
Alpharetta_GA,11057843713.575188,1018,1620
Altadena_CA,11439167124.357422,2099,539
Altamonte Springs_FL,12514881550.611109,1414,1224
Altoona_PA,10441587642.721643,1135,1503
Alvin_TX,15118226639.273954,2163,475
Amarillo_TX,13990610541.626709,1933,705
Ambler_PA,10755109190.001259,1269,1369
American Canyon_CA,11665732466.448997,2110,528
American Fork_UT,12263433766.080135,2042,596
Ames_IA,12866473098.141697,1070,1568
Amherst_OH,10524119079.84093,1074,1564
Amityville_NY,11174751589.281107,1386,1252
Anaheim_CA,11476621475.954233,2098,540
Anchorage_AK,15214772227.56269,2550,88
Anderson_IN,10702041669.912731,971,1667
Anderson_SC,10798767504.965855,1056,1582
Andover_KS,14010003755.951351,696,1942
Andover_MN,13145296442.936996,1265,1373
Andrews_SC,11087282116.17937,1158,1480
Angie_LA,13319013195.740532,1033,1605
Angleton_TX,15139257630.926893,2231,407
Angola_IN,10812004992.83231,1062,1576
Ankeny_IA,12853326997.938435,1048,1590
Ann Arbor_MI,10803039124.883778,1115,1523
Anna_IL,11639076069.060097,888,1750
Annandale_VA,10410832247.282284,1176,1462
Annapolis_MD,10504144207.342602,1198,1440
Anniston_AL,11433871165.085857,995,1643
Anoka_MN,13149975154.977814,1261,1377
Ansonia_CT,11333440688.551975,1448,1190
Antelope_CA,11642849136.874874,2104,534
Anthony_NM,13339942718.212317,2036,602
Antioch_CA,11606319418.796532,2106,532
Apache Junction_AZ,12252354978.903463,2048,590
Apex_NC,10584607073.999807,1139,1499
Apopka_FL,12508775636.436,1409,1229
Apple Valley_CA,11464223478.766415,2096,542
Appleton_WI,11972995808.221632,1200,1438
Arcadia_CA,11443500838.310028,2098,540
Arcadia_FL,13003756539.744307,1551,1087
Ardmore_OK,14939741450.629303,630,2008
Arecibo_PR,14853493933.65649,2565,73
Argyle_TX,15293575780.499271,1575,1063
Arlington Heights_IL,11387713685.553902,1086,1552
Arlington_TN,12095151339.072647,863,1775
Arlington_TX,15362395349.873,1929,709
Arlington_VA,10420910901.541683,1178,1460
Arlington_WA,13258768423.723042,2152,486
Arnold_MO,11939423346.559647,884,1754
Arroyo Grande_CA,11534631870.245186,2105,533
Artesia_NM,13665990855.395733,2029,609
Arvada_CO,13176864517.639828,1936,702
Asheboro_NC,10525027134.635391,1119,1519
Asheville_NC,10578743619.420616,1031,1607
Ashland City_TN,11163609222.119492,932,1706
Ashland_KY,10286454145.072994,1004,1634
Ashland_OH,10430481362.905428,1044,1594
Ashland_OR,12217610659.868038,2119,519
Ashland_VA,10444135577.224365,1167,1471
Ashtabula_OH,10615051629.766813,1136,1502
Aspen_CO,12879701961.950167,1976,662
Atascadero_CA,11523745338.304384,2105,533
Atchison_KS,13332514005.889881,862,1776
Athens_GA,10992677365.425953,1050,1588
Athens_TN,10810305593.224888,976,1662
Atlanta_GA,11157707887.818317,1018,1620
Atlantic City_NJ,10902656402.624699,1266,1372
Atoka_OK,14705672123.85007,665,1973
Attleboro_MA,11799068036.374952,1632,1006
Aubrey_TX,15261348095.370092,694,1944
Auburn_AL,11686591142.831491,1021,1617
Auburn_CA,11648995523.426775,2103,535
Auburn_NY,11119924471.08563,1363,1275
Auburn_WA,13068579459.886908,2149,489
Auburndale_FL,12720747305.420685,1466,1172
Augusta_GA,11074980494.680052,1097,1541
Aurora_CO,13245227717.916885,1928,710
Aurora_IL,11413869426.993181,1063,1575
Aurora_NC,10944983079.744843,1206,1432
Austell_GA,11175930634.784271,1014,1624
Austin_MN,12839813213.959925,1146,1492
Austin_TX,15295146373.269136,2273,365
Avon Park_FL,12863673729.406384,1532,1106
Avon_IN,10814119778.28231,953,1685
Avon_OH,10525496401.693592,1080,1558
Avondale_AZ,12137184247.065044,2050,588
Azle_TX,15242245667.925953,1919,719
Azusa_CA,11445563542.59017,2098,540
Bakersfield_CA,11425889609.928474,2100,538
Bakersville_NC,10482197550.102917,1028,1610
Balch Springs_TX,15394985897.705269,880,1758
Baldwin Park_CA,11448237369.86834,2098,540
Baldwin_NY,11123465909.07721,1365,1273
Ballston Spa_NY,11494772659.245369,1446,1192
Ballwin_MO,11992096735.39479,879,1759
Baltimore_MD,10488899149.193584,1197,1441
Bangor_ME,12745613388.708904,1789,849
Banning_CA,11529337799.383131,2095,543
Baraboo_WI,12058776134.504198,1139,1499
Barberton_OH,10432134379.629257,1067,1571
Barboursville_WV,10267998564.603031,1017,1621
Barceloneta_PR,14855826833.662062,2566,72
Bardstown_KY,10653115071.82043,960,1678
Barnesville_OH,10288247949.43988,1045,1593
Barrington_IL,11431557253.217327,1085,1553
Barstow_CA,11468726103.602589,2092,546
Bartlesville_OK,13990671163.063118,725,1913
Bartlett_IL,11422225703.105766,1076,1562
Basking Ridge_NJ,10928142378.693487,1323,1315
Bassett_VA,10361697306.83866,1105,1533
Batavia_IL,11429832373.420225,1070,1568
Batavia_NY,11006395341.051823,1292,1346
Batavia_OH,10420514771.758373,987,1651
Batesville_AR,12680150183.490026,833,1805
Baton Rouge_LA,13893155812.137348,1188,1450
Battle Creek_MI,10969406792.683498,1116,1522
Baxter_TN,10869010295.715725,951,1687
Bay City_MI,11171724129.27302,1178,1460
Bay City_TX,15190008689.580736,2293,345
Bay Minette_AL,12775524398.365189,1064,1574
Fort Wayne_IN,10737281701.439913,1023,1615
Fort Worth_TX,15299271242.180567,1916,722
Fortuna_CA,12132955669.779552,2120,518
Fortville_IN,10717003599.230257,965,1673
Fountain Hills_AZ,12195050896.89395,2048,590
Fountain Valley_CA,11493520845.986176,2101,537
Fountain_CO,13237555998.949177,1934,704
Fox Lake_IL,11497063411.7538,1085,1553
Framingham_MA,11820860234.08035,1629,1009
Francesville_IN,11024391239.001942,1013,1625
Frankfort_IN,10878526626.272226,958,1680
Frankfort_KY,10531685180.488289,972,1666
Franklin Park_IL,11337360314.194796,1077,1561
Franklin_GA,11407548281.264267,1019,1619
Franklin_IN,10734724626.316856,953,1685
Franklin_LA,14192631657.617275,1265,1373
Franklin_NC,10715839342.19994,1009,1629
Franklin_OH,10450158797.627695,992,1646
Franklin_PA,10445183802.819931,1121,1517
Franklin_TN,11170048531.514637,938,1700
Franklinville_NJ,10763401749.169445,1250,1388
Frederick_MD,10403026826.591091,1172,1466
Fredericksburg_TX,15141091786.058453,2145,493
Fredericksburg_VA,10400949536.190575,1166,1472
Fredonia_WI,11690941910.379765,1158,1480
Freedom_PA,10382903961.41906,1081,1557
Freeport_IL,11835307039.052044,1083,1555
Freeport_NY,11129288716.452358,1367,1271
Fremont_CA,11599745354.080631,2108,530
Fremont_NE,13512971469.186878,1037,1601
Fremont_OH,10563941805.16233,1061,1577
Fresno_CA,11457494602.961897,2099,539
Fresno_TX,15131061537.415163,2182,456
Friendswood_TX,15102687026.538864,2116,522
Frisco_TX,15303962669.28757,476,2162
Fullerton_CA,11469241983.682203,2099,539
Gadsden_AL,11386962842.444084,966,1672
Helena_AL,11780690888.291561,985,1653
Helena_MT,13303339204.327408,2071,567
Hemet_CA,11543905338.98494,2096,542
Henderson_KY,11129294503.726917,919,1719
Henderson_NC,10522847465.605991,1146,1492
Henderson_NV,11638521862.26318,2054,584
Henderson_TN,11746038512.620241,886,1752
Henderson_TX,14746889098.115952,894,1744
Hendersonville_NC,10617681653.24191,1046,1592
Hendersonville_TN,11049922794.516132,943,1695
Hephzibah_GA,11097835464.114872,1099,1539
Hereford_TX,13900962208.50604,1958,680
Hermitage_PA,10476625054.016514,1111,1527
Hermosa Beach_CA,11477479657.388927,2101,537
Herndon_VA,10390121148.266514,1168,1470
Hesperia_CA,11461720222.993282,2097,541
Hialeah_FL,13328449336.196045,1677,961
Hickory Hills_IL,11296471052.026382,1076,1562
Hickory_NC,10497488613.020536,1080,1558
High Point_NC,10469848300.36789,1110,1528
Highland Park_IL,11366058654.920591,1089,1549
Highland_CA,11490272372.419527,2097,541
Highland_IL,11699559440.470848,905,1733
Hightstown_NJ,10896959099.925476,1300,1338
Hilliard_OH,10369259288.916756,1016,1622
Hillsboro_OH,10362178021.839628,996,1642
Hillsboro_OR,12755929774.906406,2146,492
Hillsborough_NC,10505341986.055534,1133,1505
Hillsborough_NJ,10889830408.452677,1303,1335
Hillside_IL,11332180615.908396,1073,1565
Hilo_HI,15101914793.112728,2618,20
Hilton Head Island_SC,11423659058.80131,1189,1449
Hinesville_GA,11546333161.871105,1181,1457
Hobart_IN,11157648377.765224,1050,1588
Hobbs_NM,13953584989.869616,2026,612
Hoboken_NJ,11032078829.139868,1349,1289
Hockessin_DE,10655036618.002594,1238,1400
Hoffman Estates_IL,11420857688.841146,1081,1557
Holbrook_NY,11274953961.091587,1424,1214
Holiday_FL,12775122794.368893,1429,1209
Holland_MI,11193979191.256086,1141,1497
Hollister_CA,11544804686.432156,2105,533
Holly Pond_AL,11479109535.137129,947,1691
Holly_MI,10922455992.54505,1156,1482
Hollywood_FL,13275848422.624235,1670,968
Holtville_CA,11847847035.485922,2086,552
Holyoke_MA,11561195012.377079,1507,1131
Homestead_FL,13463214884.229916,1702,936
Hondo_TX,15170324719.550209,2181,457
Honolulu_HI,15083422106.500025,2617,21
Hope_AR,13884734302.784466,805,1833
Hopewell Junction_NY,11208027267.560295,1409,1229
Hopewell_VA,10517214350.002228,1172,1466
Hopkins_MI,11112383067.142315,1136,1502
Hopkins_MN,13105942334.329369,1235,1403
Hopkinsville_KY,11197804527.224348,913,1725
Horn Lake_MS,12283578197.57328,857,1781
Houghton Lake_MI,11474672711.165243,1219,1419
Houma_LA,14004923405.286182,1277,1361
Houston_TX,15114307601.006758,2112,526
Howell_MI,10899433177.312397,1149,1489
Hudson Falls_NY,11613860995.194988,1462,1176
Hudson_OH,10471759064.972725,1083,1555
Hudson_WI,12972215456.290365,1240,1398
Hudsonville_MI,11183572392.914131,1144,1494
Hughesville_PA,10718622278.339931,1247,1391
Hull_GA,10969502726.09432,1051,1587
Humacao_PR,14874896083.99596,2571,67
Humble_TX,15098974737.498783,2039,599
Humeston_IA,12819225608.158276,970,1668
Huntersville_NC,10554491840.730215,1092,1546
Huntington Beach_CA,11495493871.615078,2101,537
Huntington Park_CA,11457545464.622112,2101,537
Huntington Station_NY,11193326942.09336,1393,1245
Huntington_IN,10761425516.187431,1007,1631
Huntington_TX,14835626864.516798,1179,1459
Huntingtown_MD,10498393969.7164,1191,1447
Huntley_IL,11508084813.299273,1077,1561
Huntsville_AL,11359517610.857986,938,1700
Huntsville_TX,15149255878.170593,1979,659
Hutchinson_MN,13306594159.28827,1237,1401
Hutto_TX,15311504088.536829,2220,418
Hyattsville_MD,10438449611.102856,1181,1457
Idaho Falls_ID,12703354622.699003,2044,594
Immokalee_FL,13221565353.543653,1628,1010
Imperial Beach_CA,11744401232.904484,2100,538
Imperial_PA,10348383955.338026,1074,1564
Independence_KY,10468225690.683285,976,1662
Independence_MO,13156058359.941494,889,1749
Indian Trail_NC,10625386511.633621,1107,1531
Indiana_PA,10414384515.36104,1114,1524
Indianapolis_IN,10764033146.841297,960,1678
Indianola_IA,12837998228.144524,1016,1622
Indio_CA,11619937302.568745,2087,551
Ingalls_IN,10715139400.279352,965,1673
Inglewood_CA,11463530680.576355,2101,537
Inver Grove Heights_MN,13017321385.560986,1224,1414
Iowa City_IA,12287087582.67293,1039,1599
Iraan_TX,14475251861.68206,2006,632
Irmo_SC,10853193065.842802,1105,1533
Ironton_OH,10286970149.77243,1004,1634
Irvine_CA,11502660532.07256,2100,538
Irving_TX,15387133092.198105,1829,809
Irwin_PA,10346868220.634161,1086,1552
Isabela_PR,14850610670.594643,2564,74
Ithaca_NY,11009356463.509073,1341,1297
Jacksboro_TX,15052856275.568483,1891,747
Jackson_GA,11238032610.447876,1038,1600
Jackson_MI,10861328087.26086,1113,1525
Jackson_MO,11778068312.859592,880,1758
Jackson_MS,13022081097.25698,964,1674
Jackson_OH,10283696928.349964,1012,1626
Jackson_TN,11761636742.934793,884,1754
Jackson_WY,12830051749.356897,2031,607
Jacksonville_AL,11384755935.739964,994,1644
Jacksonville_AR,13039036682.957066,821,1817
Jacksonville_FL,12005832384.301287,1307,1331
Jacksonville_IL,11869331386.212719,920,1718
Jacksonville_NC,10982166605.43805,1186,1452
Jacksonville_TX,14973028207.471762,1060,1578
Jamestown_NY,10715833770.832687,1187,1451
Janesville_WI,11742456970.999226,1093,1545
Jasper_GA,10989614017.050522,1007,1631
Jasper_IN,10938248974.62716,930,1708
Jasper_MO,13395798766.668049,828,1810
Jefferson City_MO,12549839203.33905,843,1795
Jefferson City_TN,10561235267.326408,991,1647
Jefferson_OH,10581715579.735634,1126,1512
Jeffersonville_IN,10672039759.623104,955,1683
Jeffersonville_KY,10407517626.025188,980,1658
Jemison_AL,11837604824.926888,997,1641
McIntosh_AL,12708149749.93399,1026,1612
Meadville_PA,10573718970.514952,1136,1502
Mebane_NC,10490552327.134544,1128,1510
Mechanicsville_VA,10471343257.672514,1173,1465
Medford_NY,11298962156.93342,1436,1202
Medford_OR,12250639464.860859,2121,517
Media_PA,10711391689.772015,1254,1384
Medina_OH,10460505582.596302,1064,1574
Melbourne_FL,12669709266.538887,1500,1138
Memphis_TN,12222254549.214533,860,1778
Menasha_WI,11963144970.22489,1199,1439
Mendenhall_MS,13016917478.792974,979,1659
Menifee_CA,11533796063.219303,2097,541
Menlo Park_CA,11617850153.768848,2108,530
Menomonee Falls_WI,11644360891.74241,1127,1511
Menomonie_WI,12788776040.435333,1230,1408
Mequon_WI,11638111793.064394,1132,1506
Merced_CA,11498778815.907991,2100,538
Meriden_CT,11422177063.942059,1486,1152
Meridian_ID,12427109697.554304,2076,562
Meridian_MS,12530123524.53886,978,1660
Merrick_NY,11137447546.712744,1368,1270
Merrifield_MN,13528244155.423855,1365,1273
Merrill_WI,12430826535.484009,1244,1394
Merrillville_IN,11162127678.172924,1046,1592
Merritt Island_FL,12605722588.884151,1466,1172
Mesa_AZ,12222589884.580128,2048,590
Mesquite_TX,15374650030.949669,795,1843
Metairie_LA,13725099976.33427,1217,1421
Metropolis_IL,11507312893.109684,896,1742
Miami Beach_FL,13340526985.273634,1683,955
Miami Gardens_FL,13303889186.2831,1675,963
Miami_FL,13351985683.284157,1685,953
Miami_OK,13657239071.259415,822,1816
Miamisburg_OH,10451576396.439018,993,1645
Michigan City_IN,11109325243.13841,1068,1570
Middle River_MD,10518279429.363077,1202,1436
Middleburg_FL,12105692535.046768,1319,1319
Middlebury_IN,10913716199.586502,1066,1572
Middlefield_OH,10515902115.394634,1109,1529
Middlesex_NC,10640269289.596401,1146,1492
Middletown_CT,11455863918.84334,1506,1132
Middletown_DE,10638413897.011047,1224,1414
Middletown_NY,11070551332.34681,1375,1263
Middletown_OH,10456788705.250431,990,1648
Middletown_PA,10660218679.671059,1250,1388
Midland Park_NJ,11044742580.078693,1355,1283
Midland_MI,11210683206.528894,1178,1460
Midland_TX,14273669031.461308,2019,619
Midlothian_IL,11262338370.929195,1068,1570
Midlothian_VA,10450388929.041508,1161,1477
Midvale_UT,12278620320.98885,2041,597
Milford_DE,10702460227.802204,1224,1414
Milford_MI,10866274862.545862,1146,1492
Milford_OH,10435137842.526814,986,1652
Millen_GA,11239423027.125206,1118,1520
Millersburg_OH,10368037081.593029,1037,1601
Millsboro_DE,10742268811.545996,1228,1410
Milpitas_CA,11588307266.949574,2107,531
Milwaukee_WI,11592297587.453537,1117,1521
Mineola_NY,11123823513.648975,1367,1271
Mineral Wells_TX,15118465326.082663,1945,693
Mineral_VA,10377365730.392477,1156,1482
Minneapolis_MN,13082766324.246456,1233,1405
Miramar Beach_FL,12619761989.655426,1188,1450
Mission Viejo_CA,11517667267.687891,2098,540
Gainesville_FL,12253943161.16289,1336,1302
Gainesville_GA,10952511699.558474,1026,1612
Gainesville_TX,15137634034.317463,757,1881
Gainesville_VA,10367778891.000143,1162,1476
Gaithersburg_MD,10410054802.406588,1173,1465
Galax_VA,10361382743.234177,1073,1565
Galesburg_IL,11931417882.260124,978,1660
Galesburg_MI,10992028921.96973,1115,1523
Gallatin_TN,11010120371.230467,944,1694
Galt_CA,11595485006.583282,2104,534
Garden City_KS,13942079238.49144,1610,1028
Garden City_MI,10783361797.452728,1122,1516
Garden City_NY,11120476817.766607,1367,1271
Garden Grove_CA,11482963348.058846,2101,537
Gardena_CA,11470139324.179155,2101,537
Gardner_KS,13353955568.554348,852,1786
Garfield_NJ,11033347218.202995,1348,1290
Garland_TX,15355443368.52016,655,1983
Garland_UT,12403154893.449797,2041,597
Garner_NC,10613982406.087406,1144,1494
Gary_IN,11181293946.353241,1060,1578
Gaston_SC,10929365007.254204,1109,1529
Gastonia_NC,10585772366.727936,1084,1554
Geneseo_IL,11895525865.157122,1024,1614
Geneva_OH,10594715757.697102,1128,1510
Gentry_AR,13666769232.451805,680,1958
Georgetown_DE,10719998981.967426,1226,1412
Georgetown_IN,10725636045.170956,951,1687
Georgetown_KY,10483551595.206879,972,1666
Georgetown_TX,15296756304.96646,2261,377
Germantown_MD,10405865332.456411,1173,1465
Germantown_TN,12167654089.671074,864,1774
Gilbert_AZ,12230140812.03948,2049,589
Gilbertown_AL,12583255818.557247,998,1640
Gilbertsville_PA,10707699520.004358,1263,1375
Gillette_WY,13602851060.096918,1946,692
Gilroy_CA,11559117113.80835,2105,533
Glen Allen_VA,10451553589.812664,1168,1470
Glen Burnie_MD,10487535184.22015,1198,1440
Glen Carbon_IL,11796984677.476276,898,1740
Glen Ellyn_IL,11370265936.562645,1072,1566
Glen Gardner_NJ,10861840383.505438,1301,1337
Glendale Heights_IL,11381609637.479439,1075,1563
Glendale_AZ,12125311903.337933,2050,588
Glendale_CA,11440423396.156504,2101,537
Glendora_CA,11447021844.423464,2097,541
Glenmora_LA,14225592882.773075,1105,1533
Glennville_GA,11518631263.969131,1153,1485
Glenpool_OK,14201698127.488394,708,1930
Glenview_IL,11349608741.563942,1083,1555
Glenwood Springs_CO,12817196387.928148,1981,657
Godfrey_IL,11869323425.593094,896,1742
Golden_CO,13162485649.197163,1941,697
Goldsboro_NC,10753367590.67626,1158,1480
Goleta_CA,11522833990.93024,2103,535
Gonzales_LA,13890980322.513065,1211,1427
Gonzales_TX,15307441818.491337,2394,244
Goodlettsville_TN,11070283480.22609,941,1697
Goose Creek_SC,11196181977.455044,1161,1477
Goshen_IN,10916509840.288118,1062,1576
Grafton_WI,11652608180.792303,1142,1496
Grafton_WV,10252310349.235767,1062,1576
Graham_NC,10487656386.812748,1126,1512
Granbury_TX,15225384740.88255,1949,689
Grand Blanc_MI,10956701310.580284,1162,1476
Grand Forks_ND,14251880933.27834,1436,1202
Grand Haven_MI,11284589170.044762,1145,1493
Grand Island_NE,13789716091.798458,955,1683
Grand Junction_CO,12602483434.967121,2011,627
Grand Ledge_MI,11017595832.393215,1144,1494
Grand Prairie_TX,15389927454.423569,1914,724
Grand Rapids_MI,11180412506.956823,1148,1490
Granger_IN,10990767534.004309,1070,1568
Granite Bay_CA,11637694720.514954,2103,535
Granite City_IL,11845465453.57345,894,1744
Granite Falls_NC,10490423218.048298,1075,1563
Grants Pass_OR,12300101210.829231,2127,511
Grapevine_TX,15350608782.340668,1799,839
Grass Valley_CA,11689027323.718828,2104,534
Gray_GA,11282591135.205378,1061,1577
Grayslake_IL,11445974783.857878,1089,1549
Grayson_KY,10310010389.870502,1000,1638
Great Bend_KS,14022329003.950481,910,1728
Great Falls_MT,13543450179.161661,2078,560
Greeley_CO,13277880879.88224,1923,715
Green Bay_WI,11967774193.993319,1225,1413
Green Cove Springs_FL,12112772949.097443,1326,1312
Green Valley_AZ,12584755039.602755,2051,587
Greencastle_IN,10909115812.365143,946,1692
Greeneville_TN,10498009398.946152,1004,1634
Greenfield_CA,11541125094.172186,2105,533
Greenfield_IN,10695120630.441242,964,1674
Greensboro_NC,10459363441.017488,1110,1528
Greensburg_PA,10351156635.766592,1091,1547
Greentown_IN,10789543188.434368,979,1659
Greenville_AL,12173953361.114876,1025,1613
Greenville_NC,10789864514.391436,1173,1465
Greenville_OH,10535660404.510927,993,1645
Greenville_SC,10711090258.713518,1061,1577
Greenville_TX,15076233898.882904,760,1878
Greenwood_AR,13795553035.030725,730,1908
Greenwood_IN,10748730742.062485,957,1681
Greenwood_MS,12682697766.024878,892,1746
Greenwood_SC,10852209266.07201,1079,1559
Greer_SC,10683249474.744787,1064,1574
Gresham_OR,12729963881.22285,2145,493
Grosse Pointe_MI,10774200649.126707,1136,1502
Grove City_OH,10347590808.657318,1014,1624
Groveport_OH,10334877134.414164,1015,1623
Guayama_PR,14871069758.593914,2571,67
Guaynabo_PR,14863685116.805607,2567,71
Gueydan_LA,14427008705.977497,1295,1343
Guin_AL,11856691070.534964,922,1716
Gulfport_MS,13276150252.511776,1156,1482
Gurabo_PR,14868674354.924383,2570,68
Gurnee_IL,11431258103.397774,1091,1547
Gustine_CA,11521316843.579393,2104,534
Guthrie_OK,14451552283.673903,697,1941
Hacienda Heights_CA,11455884614.853424,2098,540
Hackensack_NJ,11047352730.699951,1353,1285
Hackettstown_NJ,10902495138.051704,1319,1319
Hagerstown_MD,10391011260.90746,1161,1477
Haines City_FL,12704566659.144863,1467,1171
Hamilton_OH,10479325278.466875,984,1654
Hammond_IN,11212638197.336464,1063,1575
Hammond_LA,13662624106.534391,1162,1476
Hammonton_NJ,10828266160.61324,1267,1371
Hampshire_IL,11520394274.438084,1067,1571
Naperville_IL,11380259997.8093,1065,1573
Naples_FL,13335010856.440346,1645,993
Napoleon_OH,10662799695.833494,1052,1586
Naranjito_PR,14861698048.69273,2567,71
Nashua_NH,11882794000.297842,1630,1008
Nashville_AR,13921599986.422686,798,1840
Nashville_TN,11113364690.464817,942,1696
Natchez_MS,13649055281.099222,986,1652
Natchitoches_LA,14203561349.805069,943,1695
National City_CA,11724120768.501282,2100,538
Naugatuck_CT,11356789015.751444,1462,1176
Navarre_FL,12726434525.463438,1172,1466
Nazareth_PA,10807304354.091976,1281,1357
Nebraska City_NE,13412998804.758606,956,1682
Nederland_TX,14862469452.238686,1514,1124
Neosho_MO,13511264108.077024,744,1894
Neshanic Station_NJ,10876735310.735443,1299,1339
Nevada City_CA,11692499087.362673,2104,534
New Albany_IN,10696754972.982574,955,1683
New Albany_MS,12059108110.555546,895,1743
New Baltimore_MI,10842715178.848167,1157,1481
New Bedford_MA,11846229108.515781,1649,989
New Bern_NC,10945147834.903114,1195,1443
New Bloomfield_MO,12509860506.24925,852,1786
New Braunfels_TX,15278922729.795288,2290,348
New Britain_CT,11443336140.865664,1485,1153
New Brunswick_NJ,10927244780.692268,1313,1325
New Carlisle_OH,10445101161.262844,999,1639
New Castle_DE,10669723402.070452,1237,1401
New Castle_IN,10634048338.70677,973,1665
New Castle_PA,10433967913.56509,1098,1540
New City_NY,11100064881.130863,1375,1263
New Cumberland_PA,10533373015.638863,1209,1429
New Haven_CT,11363444456.596014,1457,1181
New Haven_IN,10716251264.180927,1021,1617
New Hyde Park_NY,11110657926.866844,1366,1272
New Iberia_LA,14228369408.68544,1242,1396
New Kensington_PA,10379898122.028599,1088,1550
New London_CT,11561606258.035547,1571,1067
New Orleans_LA,13630681099.111876,1207,1431
New Philadelphia_OH,10348694153.001932,1048,1590
New Port Richey_FL,12752241068.707623,1424,1214
New Richmond_WI,12961255440.01564,1255,1383
New Rochelle_NY,11110833490.425667,1372,1266
New York_NY,11048471422.159645,1355,1283
Newark_CA,11604264440.437925,2108,530
Newark_DE,10637678128.983017,1234,1404
Newark_NJ,11000977451.58971,1338,1300
Newark_OH,10327966916.46937,1023,1615
Newberry_FL,12290212546.437704,1328,1310
Newburgh_IN,11076561976.176975,919,1719
Newnan_GA,11323593144.987392,1023,1615
Newport Beach_CA,11510671031.526318,2101,537
Newport News_VA,10660054306.949587,1195,1443
Newport_NC,11051990354.442205,1221,1417
Newport_RI,11746237408.9884,1628,1010
Newport_TN,10559393291.688814,995,1643
Newton Falls_OH,10461569581.632778,1096,1542
Newton_IL,11240120419.882618,921,1717
Newton_NC,10509350672.672901,1082,1556
Newtown_PA,10716917963.217403,1270,1368
Niceville_FL,12597883730.097147,1156,1482
Nicholasville_KY,10503551570.831821,971,1667
Niles_IL,11337295247.04261,1081,1557
Niles_MI,11025278097.867332,1077,1561
Noblesville_IN,10754762660.311272,963,1675
Nogales_AZ,12683975162.563534,2074,564
Norcross_GA,11082614995.643974,1020,1618
Kearney_NE,13848987532.020529,990,1648
Kearny_NJ,11014452306.515154,1342,1296
Keene_NH,11771070496.5885,1561,1077
Keller_TX,15314178598.527061,1842,796
Kelso_WA,12864482118.329369,2147,491
Kenmore_WA,13165644931.72743,2151,487
Kenner_LA,13744111357.63994,1217,1421
Kennesaw_GA,11118318150.219292,1011,1627
Kennett_MO,12050208561.54016,867,1771
Kennewick_WA,12836843331.968618,2132,506
Kenosha_WI,11463726978.332033,1100,1538
Kent_WA,13086208658.714752,2149,489
Kentwood_LA,13547855686.552063,1036,1602
Kernersville_NC,10448366340.735588,1105,1533
Kerrville_TX,15117167335.008987,2150,488
Key West_FL,13829092304.730404,1762,876
Kihei_HI,15091352655.528439,2618,20
Kill Devil Hills_NC,11001879019.754593,1250,1388
Killeen_TX,15286171863.711384,2169,469
King George_VA,10437578856.98339,1174,1464
Kingman_AZ,11768395876.637133,2048,590
Kingsport_TN,10430733103.012747,1008,1630
Kingston_NY,11236844624.280155,1426,1212
Kingston_PA,10821305689.037373,1288,1350
Kingstree_SC,11009895372.304752,1151,1487
Kingsville_TX,15360664578.321724,2481,157
Kinston_NC,10826713689.741695,1170,1468
Kirkland_WA,13152231442.380726,2150,488
Kissimmee_FL,12630959461.343489,1450,1188
Knoxville_TN,10634879246.579964,985,1653
Kokomo_IN,10818823220.590696,975,1663
Kouts_IN,11087294268.919216,1036,1602
Kuna_ID,12404552082.014547,2075,563
Kutztown_PA,10707481146.663193,1265,1373
Kyle_TX,15290689465.104658,2289,349
La Canada Flintridge_CA,11438383275.907162,2100,538
La Center_KY,11596843084.934729,892,1746
La Crosse_WI,12453007499.907612,1160,1478
La Feria_TX,15376744690.953209,2516,122
La Grange_IL,11317325386.652552,1074,1564
La Habra_CA,11463598039.733757,2099,539
La Mesa_CA,11706154052.525908,2100,538
La Mirada_CA,11465777332.929808,2101,537
La Porte_IN,11067097875.750828,1062,1576
La Porte_TX,15078749536.804432,2044,594
La Puente_CA,11452877575.579798,2098,540
La Quinta_CA,11625118549.396534,2088,550
La Verne_CA,11451325373.47884,2097,541
Lacey_WA,13038361175.344908,2149,489
Ladera Ranch_CA,11528308832.173336,2100,538
Ladson_SC,11186476374.81999,1157,1481
Lafayette_CO,13194404921.632744,1932,706
Lafayette_IN,10961019766.821121,964,1674
Lafayette_LA,14239445253.314754,1216,1422
Lafayette_TN,10895359720.766577,950,1688
Laguna Beach_CA,11525097528.53211,2100,538
Laguna Niguel_CA,11529846930.858604,2100,538
Laguna Woods_CA,11514972800.825937,2100,538
