city_state,weight_distance,from_dallas,from_away
Lahaina_HI,15089960374.747314,2618,20
Lake Charles_LA,14597071747.039608,1308,1330
Lake City_FL,12117847057.368671,1291,1347
Lake Elsinore_CA,11523792881.302122,2098,540
Lake Forest_CA,11508910183.16175,2098,540
Lake Havasu City_AZ,11774504667.685123,2053,585
Lake Mary_FL,12481517555.988317,1410,1228
Lake Placid_FL,12944674535.830357,1553,1085
Lake Villa_IL,11472973218.23437,1087,1551
Lake Wales_FL,12764577977.280338,1503,1135
Lake Zurich_IL,11430008393.93827,1087,1551
Lakeland_FL,12744782503.120256,1468,1170
Lakeport_CA,11822699249.52511,2114,524
Lakeside_CA,11451003811.635952,2098,540
Lakeville_MN,13035386192.378553,1213,1425
Lakewood_CA,11472803086.967781,2101,537
Lakewood_OH,10526040799.419073,1083,1555
Lakewood_WA,13050685888.020878,2149,489
Lamar_CO,13648650279.567692,1854,784
Lamesa_TX,14219767842.533981,2020,618
Lancaster_CA,11422120789.20811,2097,541
Lancaster_OH,10307953370.122517,1015,1623
Lancaster_PA,10580684598.619385,1226,1412
Lancaster_SC,10701072059.132366,1107,1531
Lancaster_TX,15429967787.236458,2236,402
Langhorne_PA,10812206359.749865,1277,1361
Lanham_MD,10453852710.120129,1186,1452
Lansdale_PA,10752004213.899723,1270,1368
Lansdowne_PA,10732191514.998318,1260,1378
Lansing_MI,10987574548.698536,1145,1493
Lapeer_MI,10970227335.022263,1172,1466
Laredo_TX,15282298473.955359,2343,295
Lares_PR,14853761190.785141,2565,73
Las Cruces_NM,13256215825.397322,2035,603
Las Piedras_PR,14872950945.927631,2571,67
Las Vegas_NV,11617845355.649452,2057,581
Lasara_TX,15375011798.128538,2516,122
Latham_NY,11451130366.68938,1447,1191
Latrobe_PA,10358291724.702988,1098,1540
Laurel_DE,10689935761.254887,1218,1420
Laurel_MD,10451301012.2919,1187,1451
Laurinburg_NC,10746685203.372438,1137,1501
Lawndale_CA,11472532623.942398,2101,537
Lawrence_KS,13427305269.63639,819,1819
Lawrence_MA,11937195519.20121,1653,985
Lawrenceburg_IN,10516956676.324755,974,1664
Lawrenceburg_KY,10545761064.74111,969,1669
Lawrenceburg_TN,11414666192.859161,926,1712
Lawrenceville_GA,11053640062.125498,1029,1609
Lawton_OK,14759872249.2346,1484,1154
Layton_UT,12329373589.469967,2042,596
League City_TX,15093692116.63525,2097,541
Leander_TX,15279039490.416864,2237,401
Leavenworth_KS,13297706369.524525,870,1768
Lebanon_IN,10844518169.780869,954,1684
Lebanon_MO,12802996733.69654,782,1856
Lebanon_NH,11929591247.658485,1582,1056
Lebanon_OH,10434113385.257576,993,1645
Lebanon_OR,12588863841.302391,2142,496
Lebanon_PA,10599434936.659737,1233,1405
Lebanon_TN,11007976784.72527,947,1691
Lecanto_FL,12537621857.532076,1388,1250
Leesburg_FL,12510114380.166548,1400,1238
Leesburg_GA,11775133708.65024,1082,1556
Leesburg_OH,10360133633.876207,1000,1638
Leesburg_VA,10376684006.585487,1165,1473
Lehi_UT,12258376885.233847,2042,596
Lemon Grove_CA,11713140265.047,2100,538
Lemoore_CA,11449260930.922146,2101,537
Lenexa_KS,13300391772.168037,860,1778
Lenoir_NC,10474853757.69659,1065,1573
Leominster_MA,11789812581.239878,1608,1030
Leonardtown_MD,10514309152.132994,1191,1447
Levittown_NY,11154142183.648384,1378,1260
Owosso_MI,11022822763.024908,1161,1477
Oxford_NC,10507969825.606731,1143,1495
Oxnard_CA,11490323785.182072,2103,535
Oxon Hill_MD,10439367596.051939,1182,1456
Pacifica_CA,11659473728.34574,2110,528
Pagosa Springs_CO,12824357166.200266,2005,633
Pahrump_NV,11558747121.723526,2065,573
Painesville_OH,10575214366.789597,1113,1525
Palatine_IL,11405600212.294683,1083,1555
Palatka_FL,12219553742.943314,1348,1290
Palestine_TX,15139527723.040226,1274,1364
Palm Bay_FL,12714177412.019201,1520,1118
Palm Beach Gardens_FL,13037430569.638096,1606,1032
Palm Coast_FL,12237337760.22229,1366,1272
Palm Harbor_FL,12809529149.642809,1442,1196
Palm Springs_CA,11580167096.610964,2093,545
Palmdale_CA,11424406493.49234,2097,541
Palmer_AK,15225891552.603703,2551,87
Palmerton_PA,10772198014.511074,1275,1363
Palmetto_FL,12973020375.080013,1519,1119
Palmyra_NJ,10779605925.04276,1267,1371
Palmyra_PA,10575167348.81402,1222,1416
Palo Alto_CA,11614206576.351833,2108,530
Palos Hills_IL,11293148824.54063,1072,1566
Panama City_FL,12533766683.67171,1230,1408
Paragould_AR,12237111377.674967,859,1779
Paramount_CA,11466514444.191704,2101,537
Paramus_NJ,11050765958.59058,1355,1283
Paris_KY,10447615344.555916,979,1659
Paris_TN,11500204799.262966,897,1741
Park City_UT,12328741043.521828,2040,598
Park Forest_IL,11239534332.447487,1053,1585
Park Hills_MO,12022612852.874144,875,1763
Park Ridge_IL,11341999353.621532,1081,1557
Parker_CO,13229988002.256065,1927,711
Parkersburg_WV,10245209216.615704,1031,1607
Parkville_MD,10500666091.115639,1198,1440
Pasadena_CA,11441191624.646885,2100,538
Pasadena_MD,10495482409.689903,1199,1439
Pasadena_TX,15091320115.093903,2075,563
Pasco_WA,12847991737.837465,2133,505
Passaic_NJ,11026387496.736492,1347,1291
Patchogue_NY,11285873155.93887,1429,1209
Paterson_NJ,11028017118.942404,1347,1291
Paul_ID,12398336025.123978,2052,586
Paw Paw_MI,11041812341.153564,1109,1529
Pawtucket_RI,11775396314.47005,1629,1009
Peabody_MA,11947794707.864002,1660,978
Peachtree Corners_GA,11078351722.773579,1020,1618
Pearl City_HI,15083571788.695726,2617,21
Pearl River_NY,11082325731.287546,1365,1273
Pearl_MS,12995074735.188824,966,1672
Pearland_TX,15114197855.214025,2141,497
Peekskill_NY,11135837480.092043,1387,1251
Pekin_IL,11698515500.839277,970,1668
Pembroke Pines_FL,13285983555.578262,1668,970
Pennington_NJ,10848170900.879038,1290,1348
Pensacola_FL,12786721895.266499,1161,1477
Penuelas_PR,14859181517.03226,2566,72
Peoria_AZ,12093760583.543823,2049,589
Peoria_IL,11703144623.433239,979,1659
Perkasie_PA,10763134191.580616,1273,1365
Perris_CA,11517894617.188046,2097,541
Perth Amboy_NJ,10963502823.188423,1322,1316
Petersburg_IL,11751034641.13345,948,1690
Petersburg_VA,10515872227.853348,1168,1470
Pevely_MO,11955336890.218521,886,1752
Peyton_CO,13274748517.99323,1924,714
Pflugerville_TX,15307228459.007992,2227,411
Fayetteville_AR,13587330504.083277,694,1944
Fayetteville_GA,11254861393.794655,1027,1611
Fayetteville_NC,10709766661.327728,1139,1499
Fayetteville_NY,11202652265.56311,1393,1245
Fayetteville_TN,11244615655.798862,934,1704
Fayetteville_WV,10244379518.100498,1034,1604
Federal Way_WA,13073358637.249823,2149,489
Felton_CA,11607382864.332722,2108,530
Felton_DE,10668351898.518711,1221,1417
Fenton_MI,10929854425.405083,1155,1483
Fenton_MO,11960562297.276499,883,1755
Fernandina Beach_FL,11897754818.863075,1297,1341
Ferndale_MI,10801919101.043888,1140,1498
Fernley_NV,11699991446.390766,2097,541
Findlay_OH,10551324572.436161,1033,1605
Fishers_IN,10741573763.91754,962,1676
Fitchburg_MA,11793831238.279554,1608,1030
Flagler Beach_FL,12254765101.215914,1371,1267
Flagstaff_AZ,12095368039.846462,2044,594
Flemington_NJ,10852295360.102169,1293,1345
Flint_MI,10989453453.550083,1170,1468
Floral Park_NY,11105431486.348146,1364,1274
Florence_AL,11590598009.505978,917,1721
Florence_AZ,12316885132.887367,2049,589
Florence_KY,10482136889.328245,976,1662
Florence_MS,13039765284.479977,970,1668
Florence_SC,10873042961.788258,1138,1500
Florissant_MO,11910063007.790167,887,1751
Flossmoor_IL,11244952175.708977,1058,1580
Flower Mound_TX,15323887611.721687,1605,1033
Flowery Branch_GA,10990160547.076235,1026,1612
Folsom_CA,11625897902.950066,2103,535
Fontana_CA,11469047976.563992,2097,541
Foreman_AR,14198319171.232487,793,1845
Forest City_NC,10586672286.182137,1070,1568
Forest Grove_OR,12764951008.149433,2146,492
Forest Park_GA,11189152688.590973,1025,1613
Forney_TX,15318946097.95995,796,1842
Forsyth_GA,11314146099.983059,1043,1595
Forsyth_IL,11482282430.750805,941,1697
Fort Collins_CO,13237967855.817688,1934,704
Fort Hood_TX,15275686118.986782,2146,492
Fort Lauderdale_FL,13241758337.228441,1663,975
Fort Lee_NJ,11057535475.153,1354,1284
Fort Mill_SC,10636091910.058224,1099,1539
Fort Myers_FL,13192592849.35412,1599,1039
Fort Pierce_FL,12869327976.06228,1566,1072
Fort Scott_KS,13431204315.639238,850,1788
Fort Smith_AR,13814558261.071154,712,1926
Fort Stewart_GA,11527905382.48446,1176,1462
Fort Thomas_KY,10455531157.656666,980,1658
Fort Walton Beach_FL,12664813557.355652,1173,1465
Fort Washington_MD,10436711906.834398,1181,1457
Levittown_PA,10823973297.68243,1280,1358
Lewisburg_WV,10258563618.556862,1054,1584
Lewiston_ID,12943760110.722017,2122,516
Lewistown_PA,10520058491.302784,1182,1456
Lewisville_TX,15344915674.379753,1297,1341
Lexington_KY,10479605331.897017,974,1664
Lexington_NC,10493000378.568623,1107,1531
Lexington_NE,13876236358.404955,1117,1521
Lexington_SC,10883027504.923615,1107,1531
Liberty_MO,13161478776.624516,889,1749
Libertyville_IL,11420419445.268063,1090,1548
Lilburn_GA,11086614752.7702,1026,1612
Lillington_NC,10655618330.67855,1142,1496
Lima_OH,10550732603.144537,1012,1626
Lincoln Park_MI,10753970022.92963,1120,1518
Lincoln Park_NJ,11002866765.802227,1341,1297
Lincoln_IL,11610393492.885391,957,1681
Lincoln_NE,13571766218.658855,1006,1632
Lincolnton_NC,10543048269.042751,1083,1555
Linden_NJ,10978348227.746912,1332,1306
Lindenhurst_NY,11187686194.822197,1390,1248
Lindsay_CA,11430198192.531925,2098,540
Lisle_IL,11366629805.618437,1067,1571
Litchfield_IL,11676582939.9188,915,1723
Lithia Springs_GA,11187074608.832066,1015,1623
Lithonia_GA,11131011676.25469,1028,1610
Lititz_PA,10591857580.502136,1232,1406
Little Chute_WI,11964294738.522057,1201,1437
Little Elm_TX,15298557210.926025,696,1942
Little Falls_MN,13477661411.70193,1333,1305
Little Rock_AR,13157593059.10607,814,1824
Littlerock_CA,11427801042.77932,2097,541
Littleton_CO,13188979414.53153,1935,703
Littleton_NC,10561396393.362015,1156,1482
Live Oak_FL,12116855365.329895,1278,1360
Livermore_CA,11586260751.697271,2106,532
Liverpool_NY,11199304573.623848,1381,1257
Livingston_TX,15021008059.381084,1519,1119
Livonia_MI,10802768188.692604,1130,1508
Lockhart_TX,15310751589.911705,2249,389
Lockport_IL,11329566374.671394,1065,1573
Lockport_NY,11020850299.410015,1283,1355
Locust Grove_GA,11238357982.993465,1036,1602
Logan_UT,12436880241.116278,2039,599
Logansport_IN,10892931982.07584,991,1647
Loganville_GA,11073955107.172888,1034,1604
Lombard_IL,11359958686.416203,1072,1566
Lomita_CA,11484925061.111267,2101,537
London_KY,10502032651.894892,973,1665
London_OH,10380675000.415556,1006,1632
Lone Tree_CO,13213326918.064339,1931,707
Long Beach_CA,11480419703.273865,2101,537
Long Beach_NY,11104159980.471918,1364,1274
Longmont_CO,13205029525.229465,1934,704
Longview_TX,14650889622.389767,847,1791
Longview_WA,12872203853.37006,2147,491
Longwood_FL,12500246147.50297,1412,1226
Lorton_VA,10412170707.416534,1174,1464
Los Alamos_NM,13006650158.067589,2018,620
Los Altos_CA,11608222909.719677,2108,530
Los Angeles_CA,11448591172.912064,2101,537
Los Banos_CA,11508670335.25431,2103,535
Los Lunas_NM,12977135099.58361,2027,611
Loudon_TN,10726525019.04702,978,1660
Loudonville_OH,10390622860.148912,1035,1603
Louin_MS,12794888440.037586,984,1654
Louisville_CO,13185635824.291763,1934,704
Louisville_KY,10668813197.304848,955,1683
Louisville_OH,10399522167.794035,1063,1575
Loveland_CO,13228683841.294071,1935,703
Loveland_OH,10436326810.5504,989,1649
Lovettsville_VA,10374986103.496319,1164,1474
Lowell_MA,11896062663.23766,1638,1000
Lowell_MI,11133948387.276981,1148,1490
Lubbock_TX,14139720986.520472,2009,629
Lucedale_MS,12974662577.638897,1049,1589
Ludington_MI,11575671657.961628,1196,1442
Lufkin_TX,14881133414.373592,1212,1426
Lumberton_NC,10813872358.590446,1145,1493
Lumberton_TX,14875236342.777689,1475,1163
Luquillo_PR,14875389782.468805,2571,67
Lutz_FL,12759599584.458138,1440,1198
Lynbrook_NY,11106982473.258266,1364,1274
Lynchburg_VA,10328798624.234406,1122,1516
Lynn Haven_FL,12529591623.20604,1224,1414
Lynn_MA,11940586487.794353,1660,978
Lynnwood_WA,13184616053.661945,2151,487
Lyons_CO,13181030369.15514,1938,700
Mableton_GA,11165321982.441902,1015,1623
Macon_GA,11360383289.696123,1056,1582
Madera_CA,11472244470.55331,2100,538
Madison Heights_MI,10812226653.597095,1144,1494
Madison_AL,11385430510.475805,937,1701
Madison_MS,12949299509.656828,954,1684
Madison_WI,11904821283.351357,1115,1523
Madisonville_TN,10763641406.134502,983,1655
Magna_UT,12267708047.405357,2042,596
Magnolia_TX,15165393297.009855,2143,495
Mahanoy City_PA,10704548835.328114,1259,1379
Mahopac_NY,11186204335.442226,1400,1238
Makawao_HI,15091709489.726597,2618,20
Malden_MA,11915200435.191257,1654,984
Malvern_AR,13413051506.912941,809,1829
Manassas_VA,10382516548.515594,1166,1472
Manati_PR,14856717885.772911,2566,72
Manchester_KY,10463239959.521744,974,1664
Manchester_NH,11934287786.178505,1641,997
Mandeville_LA,13588894109.7234,1180,1458
Manhattan Beach_CA,11474190115.391891,2101,537
Manhattan_KS,13703817675.509064,896,1742
Mankato_MN,13126142707.770374,1186,1452
Manning_SC,10983618530.010315,1137,1501
Mansfield_OH,10424356237.653822,1034,1604
Mansfield_TX,15372358588.201563,1933,705
Manteca_CA,11556003708.670921,2104,534
Manvel_TX,15121724564.187023,2166,472
Many_LA,14384657697.130589,959,1679
Maple Grove_MN,13148104265.69336,1253,1385
Maple Heights_OH,10506362882.857374,1087,1551
Marana_AZ,12455674149.962685,2049,589
Marco Island_FL,13394857265.696287,1660,978
Marengo_IL,11566109031.084293,1062,1576
Maricopa_AZ,12231627246.59476,2049,589
Marietta_GA,11124992368.447811,1015,1623
Marietta_OH,10250455896.958767,1037,1601
Marinette_WI,12072143703.690079,1253,1385
Maringouin_LA,14005287168.813042,1181,1457
Marion_AR,12283560028.756823,857,1781
Marion_IA,12327674564.523642,1057,1581
Marion_IL,11524341421.190033,894,1744
Marion_IN,10744259599.562262,987,1651
Marion_NC,10529997665.72996,1054,1584
Marion_OH,10436142771.358892,1022,1616
Marion_VA,10348329423.493694,1032,1606
Marlboro_NJ,10713062069.707565,1239,1399
Marlborough_MA,11805282214.257101,1621,1017
Marlton_NJ,10797408471.135494,1267,1371
Marmora_NJ,10857874961.989517,1256,1382
Marquette_MI,12473652259.15129,1325,1313
Marrero_LA,13738553865.918392,1232,1406
Marshall_MO,12821221745.343542,908,1730
Marshall_TX,14481580979.30172,840,1798
Marshalltown_IA,12684730518.23289,1057,1581
Marshfield_WI,12397192725.442118,1206,1432
Martinez_CA,11637090477.47334,2108,530
Martinsville_IN,10810602836.954475,944,1694
Mission_TX,15383514695.545849,2534,104
Missoula_MT,13209963260.729492,2099,539
Missouri City_TX,15137412733.05642,2199,439
Mitchell_SD,13825946709.99539,1189,1449
Moab_UT,12426048612.383162,2030,608
Moberly_MO,12570883401.962317,917,1721
Mobile_AL,12933491523.904835,1089,1549
Moca_PR,14850921139.181442,2564,74
Mocksville_NC,10470370091.586184,1098,1540
Modesto_CA,11536039513.287252,2103,535
Mokena_IL,11287876478.490719,1059,1579
Moline_IL,11991811689.514137,1045,1593
Moncks Corner_SC,11142208796.133127,1155,1483
Monroe_LA,13616187233.820297,918,1720
Monroe_MI,10696642418.478975,1091,1547
Monroe_NC,10640986478.172052,1109,1529
Monroe_WA,13183747426.797665,2151,487
Monroeville_AL,12445706550.48912,1028,1610
Monroeville_PA,10358311756.255438,1088,1550
Monrovia_CA,11442174139.872639,2098,540
Monsey_NY,11078687000.47747,1365,1273
Montclair_CA,11458093428.740913,2097,541
Montebello_CA,11452884945.214695,2101,537
Monterey Park_CA,11449722062.305023,2101,537
Monterey_CA,11594977115.269955,2107,531
Montevallo_AL,11819056438.023884,992,1646
Montgomery Village_MD,10413185337.8213,1174,1464
Montgomery_AL,11925190051.591637,1017,1621
Montgomery_IL,11428156734.402117,1059,1579
Montgomery_TX,15163661776.05249,2087,551
Monticello_IL,11372543405.930912,944,1694
Monticello_IN,10975581673.234985,988,1650
Monticello_KY,10640544186.422272,966,1672
Monticello_NY,11066362612.214638,1378,1260
Montpelier_OH,10750449606.850084,1061,1577
Moonachie_NJ,11037899401.844189,1350,1288
Mooresville_NC,10521710852.393066,1091,1547
Moorhead_MN,14026111800.612026,1335,1303
Moorpark_CA,11461443428.340538,2102,536
Morehead City_NC,11083763873.43357,1238,1400
Morehead_KY,10358079736.33341,988,1650
Moreno Valley_CA,11503865362.953066,2097,541
Morgan Hill_CA,11563491978.79278,2105,533
Morgan_UT,12356095361.333473,2040,598
Morganton_NC,10507461717.520065,1065,1573
Morgantown_WV,10271453518.019764,1071,1567
Morganville_NJ,10960865691.093815,1316,1322
Moriarty_NM,13109384260.89051,2020,618
Morris_AL,11634275291.594933,956,1682
Morris_IL,11412495359.031582,1042,1596
Morristown_NJ,10953408513.782904,1330,1308
Morristown_TN,10531530623.53701,993,1645
Morrisville_PA,10841786302.02881,1282,1356
Morro Bay_CA,11544476638.884722,2107,531
Morton_IL,11653795589.450426,981,1657
Moscow_ID,13011064126.899214,2125,513
Moses Lake_WA,13024762189.996742,2140,498
Moulton_AL,11567653055.97722,926,1712
Mount Airy_MD,10425787114.593512,1175,1463
Mount Airy_NC,10381392605.182322,1091,1547
Mount Clemens_MI,10824327345.636114,1152,1486
Mount Dora_FL,12478773079.9796,1402,1236
Mount Holly_NC,10572073803.529318,1087,1551
Mount Joy_PA,10561556561.34794,1221,1417
Mount Juliet_TN,11045303152.684994,945,1693
Mount Morris_MI,11016574633.70802,1174,1464
Mount Olive_AL,11669392284.67207,958,1680
Mount Pleasant_IA,12268094673.040981,1017,1621
Mount Pleasant_MI,11254984535.709286,1177,1461
Mount Pleasant_SC,11247988010.927797,1173,1465
Mount Pleasant_TX,14579985682.923237,788,1850
Mount Prospect_IL,11371932256.968658,1081,1557
Mount Rainier_MD,10437287496.050102,1181,1457
Mount Vernon_IL,11479408212.312992,905,1733
Mount Vernon_NY,11098008219.10131,1367,1271
Mount Vernon_WA,13321409966.490726,2153,485
Mountain Home_ID,12371111786.531548,2066,572
Mountain View_CA,11606770052.552473,2108,530
Mountainburg_AR,13677135343.189081,717,1921
Mountlake Terrace_WA,13176531515.526304,2151,487
Moyock_NC,10813452644.330757,1213,1425
Muldrow_OK,13887182237.89138,680,1958
Muncie_IN,10662018102.183962,978,1660
Mundelein_IL,11426561084.345387,1090,1548
Munfordville_KY,10783145400.946283,955,1683
Munster_IN,11207397001.39473,1056,1582
Murfreesboro_TN,11078809982.259163,944,1694
Murrells Inlet_SC,11095455468.28717,1167,1471
Murrieta_CA,11550392833.314323,2098,540
Muscatine_IA,12147365601.2583,1036,1602
Muscle Shoals_AL,11601313311.870981,917,1721
Muskego_WI,11584574025.793243,1103,1535
Muskegon_MI,11336150271.560963,1149,1489
Muskogee_OK,14073914254.023296,765,1873
Myrtle Beach_SC,11067900628.04515,1168,1470
Naguabo_PR,14876633430.673311,2571,67
Nampa_ID,12415396095.582466,2076,562
Nanuet_NY,11085599090.099075,1367,1271
Napa_CA,11680166830.182083,2110,528
Santa Ana_CA,11490503943.917145,2100,538
Santa Barbara_CA,11511678958.760056,2103,535
Santa Clara_CA,11594310535.283485,2108,530
Santa Clara_UT,11812457333.699348,2047,591
Santa Cruz_CA,11603029552.785103,2108,530
Santa Fe_NM,13079332261.791496,2018,620
Santa Isabel_PR,14865404354.924747,2567,71
Santa Maria_CA,11534423075.565418,2105,533
Santa Monica_CA,11461632382.692366,2101,537
Santa Paula_CA,11468465965.788818,2102,536
Santa Rosa_CA,11739695178.690603,2110,528
Sapulpa_OK,14209060086.197147,708,1930
Sarasota_FL,13029436921.82339,1536,1102
Sardis_MS,12354953727.5827,861,1777
Sartell_MN,13389363338.257225,1294,1344
Sauk Rapids_MN,13372573346.591934,1290,1348
Savannah_GA,11473162559.434813,1184,1454
Saylorsburg_PA,10832195442.560925,1292,1346
Scarsdale_NY,11120663714.649815,1375,1263
Schaumburg_IL,11400253293.705336,1078,1560
Schenectady_NY,11433710590.878635,1442,1196
Schertz_TX,15271254260.50491,2284,354
Schiller Park_IL,11338693458.506289,1079,1559
Schofield_WI,12351051113.608583,1222,1416
Scottsbluff_NE,13574727149.790466,1847,791
Scottsburg_IN,10677857534.813614,957,1681
Scottsdale_AZ,12166901103.63285,2048,590
Seaford_DE,10676569652.452679,1218,1420
Seagoville_TX,15375636730.452831,1035,1603
Sealy_TX,15201108033.949253,2280,358
Searcy_AR,12818721859.037308,834,1804
Seaside_CA,11587647438.756783,2107,531
Seattle_WA,13138670378.05582,2150,488
Sebastian_FL,12765569217.07436,1541,1097
Sebastopol_CA,11751284669.643173,2110,528
Sebree_KY,11131592774.95167,915,1723
Sedalia_MO,12872639901.7443,894,1744
Seguin_TX,15298443228.13755,2289,349
Selden_NY,11287467937.381117,1430,1208
Sells_AZ,12440068807.53793,2066,572
Selma_AL,12079008054.485039,1006,1632
Selma_CA,11447445095.399231,2099,539
Seminole_FL,12892826748.644154,1492,1146
Seminole_OK,14546088992.161154,527,2111
Senatobia_MS,12335883602.89706,859,1779
Seneca_MO,13585480547.52383,803,1835
Severn_MD,10474603743.493557,1193,1445
Severna Park_MD,10493098098.28331,1197,1441
Sevierville_TN,10606007543.285906,990,1648
Sewell_NJ,10751405143.411007,1256,1382
Shafter_CA,11430039038.228489,2101,537
Shakopee_MN,13098000060.236998,1220,1418
Shallotte_NC,11046782489.638908,1173,1465
Shamokin_PA,10651568219.741032,1244,1394
Shawnee_OK,14548778654.417366,581,2057
Sheboygan_WI,11721340266.478558,1192,1446
Shelby_NC,10584196060.553387,1080,1558
Shelbyville_IL,11422200879.057913,923,1715
Shelbyville_IN,10683525756.59998,961,1677
Shelton_CT,11312179319.31741,1443,1195
Shelton_WA,13088544718.220919,2150,488
Shepherdstown_WV,10369944635.560463,1159,1479
Sherman_TX,15094560261.526505,570,2068
Sherrill_NY,11258019414.464561,1407,1231
Sherwood_AR,13072542093.474197,819,1819
Shreveport_LA,14280808858.506962,870,1768
Sidney_OH,10496782346.6968,1000,1638
Sierra Vista_AZ,12745097952.946886,2051,587
Signal Hill_CA,11479651859.069397,2101,537
Sikeston_MO,11811410945.327072,879,1759
Siloam Springs_AR,13695845560.762177,676,1962
Silver Spring_MD,10429983289.24357,1180,1458
Simi Valley_CA,11455247725.696583,2102,536
Simpsonville_SC,10729127537.960804,1067,1571
Sioux City_IA,13496989933.81799,1090,1548
Sioux Falls_SD,13606024640.105476,1139,1499
Skokie_IL,11323837111.260769,1083,1555
Slatington_PA,10765118334.562756,1274,1364
Slidell_LA,13522954018.26427,1189,1449
Smithville_TN,10935851211.399298,949,1689
Smyrna_GA,11144605331.037495,1015,1623
Smyrna_TN,11084755498.176764,944,1694
Snohomish_WA,13201654056.805092,2151,487
Snyder_TX,14460300216.084364,2011,627
Soledad_CA,11546819554.260693,2105,533
Solon_OH,10500590062.988098,1087,1551
Somerset_NJ,10918249119.721783,1309,1329
Somerton_AZ,11958732028.992762,2083,555
Somerville_NJ,10903899041.428614,1310,1328
Sonoma_CA,11697363030.008293,2110,528
Soquel_CA,11593471050.122292,2108,530
Sorrento_FL,12476604080.493877,1403,1235
South Bend_IN,11002469550.352205,1066,1572
South Charleston_WV,10246139186.992447,1023,1615
South El Monte_CA,11449977616.946169,2099,539
South Elgin_IL,11450547444.320187,1076,1562
South Fork_PA,10395698036.168747,1116,1522
South Gate_CA,11461163651.695587,2101,537
Pharr_TX,15382365077.312572,2533,105
Phelan_CA,11447058212.588871,2097,541
Phenix City_AL,11653917968.86014,1029,1609
Philadelphia_MS,12543604968.963978,956,1682
Philadelphia_PA,10760694913.995272,1266,1372
Phillipsburg_NJ,10820444221.513187,1287,1351
Phoenix_AZ,12145673710.089813,2050,588
Phoenixville_PA,10703751063.80242,1257,1381
Pickerington_OH,10329085153.89418,1018,1620
Piedmont_SC,10745035607.526028,1060,1578
Pierre_SD,14082919685.907976,1384,1254
Pikesville_MD,10480237734.387829,1193,1445
Pikeville_KY,10329430027.82286,1010,1628
Pineville_LA,14066541256.137375,982,1656
Pinson_AL,11613060356.968737,962,1676
Pismo Beach_CA,11539032558.268812,2106,532
Pittsburg_CA,11617739028.908539,2106,532
Pittsburg_TX,14619123872.657734,785,1853
Pittsburgh_PA,10352948786.156212,1080,1558
Pittsfield_MA,11480740908.56117,1460,1178
Placentia_CA,11471428756.050568,2098,540
Placitas_NM,13006832585.819561,2024,614
Plainfield_IL,11381284549.454962,1061,1577
Plainfield_IN,10806804975.361519,953,1685
Plainfield_NJ,10943885078.716293,1321,1317
Plainview_NY,11169898918.492142,1383,1255
Plainwell_MI,11055305352.973516,1127,1511
Plano_TX,15338677110.221926,432,2206
Plant City_FL,12771473808.369284,1474,1164
Platteville_WI,12108336565.166424,1093,1545
Plattsburgh_NY,12000458800.45234,1505,1133
Pleasant Grove_UT,12269041063.505554,2041,597
Pleasant Hill_CA,11629970361.361488,2108,530
Pleasanton_CA,11595403744.305748,2107,531
Plymouth_MI,10803761289.579552,1127,1511
Plymouth_WI,11763729300.319208,1179,1459
Pocatello_ID,12556458108.585716,2046,592
Pollock_LA,14034235957.165552,966,1672
Pomeroy_WA,12935528829.425941,2129,509
Pomona_CA,11456392441.09991,2097,541
Pompano Beach_FL,13211817296.058472,1658,980
Ponce_PR,14861249714.47753,2567,71
Ponchatoula_LA,13677371923.411442,1176,1462
Pontiac_MI,10859649637.92455,1149,1489
Poplar Bluff_MO,12100742558.905228,868,1770
Port Arthur_TX,14860731504.008255,1533,1105
Port Charlotte_FL,13098771027.926754,1560,1078
Port Chester_NY,11147866388.737448,1387,1251
Port Hueneme_CA,11495467503.428848,2103,535
Port Huron_MI,10912562475.092201,1176,1462
Port Lavaca_TX,15256791901.796082,2336,302
Port Orange_FL,12363506938.488773,1398,1240
Port Orchard_WA,13129200189.048409,2150,488
Port Richey_FL,12743579532.139683,1421,1217
Port Washington_NY,11123284311.48049,1371,1267
Portage_IN,11148620595.800682,1060,1578
Portales_NM,13749725194.303133,2013,625
Porterville_CA,11427117354.600159,2098,540
Portland_ME,12277734654.173815,1706,932
Portland_OR,12743859175.166641,2146,492
Portland_TX,15325979201.74297,2439,199
Portsmouth_NH,12071359144.691189,1679,959
Portsmouth_OH,10302245762.397102,1000,1638
Portsmouth_VA,10726461022.197376,1199,1439
Post Falls_ID,13218895338.437275,2137,501
Potomac_MD,10410095497.770523,1175,1463
Pottstown_PA,10694878752.688663,1257,1381
Poughkeepsie_NY,11207007854.378483,1416,1222
Poway_CA,11663081432.346132,2098,540
Powder Springs_GA,11170019437.727875,1014,1624
Powell_OH,10377373752.33192,1018,1620
Powell_TN,10634342629.07965,982,1656
Powhatan_VA,10414559111.98981,1154,1484
Prague_OK,14474388318.245007,530,2108
Prairie Village_KS,13249835095.603579,872,1766
Prairieville_LA,13873076376.27457,1199,1439
Prattville_AL,11931104729.894709,1013,1625
Prescott Valley_AZ,12023757000.836851,2048,590
Prescott_AR,13771665286.305721,807,1831
Prescott_AZ,12006316744.463846,2048,590
Princeton Junction_NJ,10880211626.614363,1297,1341
Princeton_MN,13253700105.186043,1293,1345
